Airport,Date,Visibility (miles),Ceiling (feet),Flight Rules
ATL,2/26/2024 13:52,10,25000,VFR
ATL,2/26/2024 14:52,10,25000,VFR
ATL,2/26/2024 15:52,10,25000,VFR
ATL,2/26/2024 16:52,10,25000,VFR
ATL,2/26/2024 17:52,10,25000,VFR
ATL,2/26/2024 18:52,9,25000,VFR
ATL,2/26/2024 19:52,10,25000,VFR
ATL,2/26/2024 20:52,10,12000,VFR
ATL,2/26/2024 21:52,10,20000,VFR
ATL,2/26/2024 22:52,10,20000,VFR
ATL,2/26/2024 23:52,10,20000,VFR
ATL,2/27/2024 0:52,10,20000,VFR
ATL,2/27/2024 1:52,10,20000,VFR
ATL,2/27/2024 2:52,10,18000,VFR
ATL,2/27/2024 3:52,10,18000,VFR
ATL,2/27/2024 4:52,10,18000,VFR
ATL,2/27/2024 5:52,10,18000,VFR
ATL,2/27/2024 6:19,10,2500,MVFR
ATL,2/27/2024 6:50,10,3000,MVFR
ATL,2/27/2024 6:52,10,3000,MVFR
ATL,2/27/2024 7:20,10,2100,MVFR
ATL,2/27/2024 7:52,10,2100,MVFR
ATL,2/27/2024 8:52,10,2100,MVFR
ATL,2/27/2024 9:52,10,2000,MVFR
ATL,2/27/2024 10:52,10,1300,MVFR
ATL,2/27/2024 11:52,10,2100,MVFR
ATL,2/27/2024 12:11,10,1200,MVFR
ATL,2/27/2024 12:35,8,1200,MVFR
ATL,2/27/2024 12:50,8,1200,MVFR
ATL,2/27/2024 12:52,8,1200,MVFR
ATL,2/27/2024 13:19,10,1400,MVFR
ATL,2/27/2024 13:52,8,1100,MVFR
ATL,2/27/2024 14:52,9,1500,MVFR
ATL,2/27/2024 15:52,10,1900,MVFR
ATL,2/27/2024 16:49,10,2800,MVFR
ATL,2/27/2024 16:52,10,2700,MVFR
ATL,2/27/2024 17:52,10,3000,MVFR
ATL,2/27/2024 18:52,10,3000,MVFR
ATL,2/27/2024 19:52,10,3000,MVFR
ATL,2/27/2024 20:52,10,3500,VFR
ATL,2/27/2024 21:52,10,3500,VFR
ATL,2/27/2024 22:52,10,4000,VFR
ATL,2/27/2024 23:52,10,4000,VFR
ATL,2/28/2024 0:52,10,4000,VFR
ATL,2/28/2024 1:52,10,4000,VFR
ATL,2/28/2024 2:52,10,3500,VFR
ATL,2/28/2024 3:52,10,3200,VFR
ATL,2/28/2024 4:52,10,3300,VFR
ATL,2/28/2024 5:52,10,2600,MVFR
ATL,2/28/2024 6:52,10,2700,MVFR
ATL,2/28/2024 7:52,10,2300,MVFR
ATL,2/28/2024 8:14,10,2100,MVFR
ATL,2/28/2024 8:52,10,2100,MVFR
ATL,2/28/2024 9:52,10,2100,MVFR
ATL,2/28/2024 10:52,10,1800,MVFR
ATL,2/28/2024 11:52,10,1800,MVFR
ATL,2/28/2024 12:52,10,1800,MVFR
ATL,2/28/2024 13:52,10,2000,MVFR
ATL,2/28/2024 14:52,10,2200,MVFR
ATL,2/28/2024 15:52,10,2500,MVFR
ATL,2/28/2024 16:01,10,2700,MVFR
ATL,2/28/2024 16:52,10,3100,VFR
ATL,2/28/2024 17:52,10,3900,VFR
ATL,2/28/2024 18:52,10,3900,VFR
ATL,2/28/2024 19:52,10,4100,VFR
ATL,2/28/2024 20:15,9,4200,VFR
ATL,2/28/2024 20:25,10,2400,MVFR
ATL,2/28/2024 20:40,1.5,1600,MVFR
ATL,2/28/2024 20:45,1.5,1200,MVFR
ATL,2/28/2024 20:52,3,1200,MVFR
ATL,2/28/2024 21:11,3,700,VFR
ATL,2/28/2024 21:20,4,600,VFR
ATL,2/28/2024 21:29,5,700,VFR
ATL,2/28/2024 21:52,10,1500,MVFR
ATL,2/28/2024 22:52,10,1800,MVFR
ATL,2/28/2024 23:52,10,2500,MVFR
