Airport,Date,Visibility (miles),Ceiling (feet),Flight Rules
ATL,1/24/2024 15:52,0.5,200,LIFR
ATL,1/24/2024 16:52,0.5,200,LIFR
ATL,1/24/2024 17:52,0.5,200,LIFR
ATL,1/24/2024 18:52,0.5,300,LIFR
ATL,1/24/2024 19:52,0.5,200,LIFR
ATL,1/24/2024 20:52,0.25,200,LIFR
ATL,1/24/2024 21:52,0.25,200,LIFR
ATL,1/24/2024 22:52,0.25,200,LIFR
ATL,1/24/2024 23:52,0.25,200,LIFR
ATL,1/25/2024 0:52,0.25,200,LIFR
ATL,1/25/2024 1:52,0.25,200,LIFR
ATL,1/25/2024 2:52,0.25,200,LIFR
ATL,1/25/2024 3:52,1,400,IFR
ATL,1/25/2024 4:28,1.25,600,IFR
ATL,1/25/2024 4:52,1.25,700,IFR
ATL,1/25/2024 5:52,1.25,600,IFR
ATL,1/25/2024 6:16,0.75,400,LIFR
ATL,1/25/2024 6:52,0.25,200,LIFR
ATL,1/25/2024 7:48,0.25,200,LIFR
ATL,1/25/2024 7:52,1.25,200,IFR
ATL,1/25/2024 8:52,1.25,400,IFR
ATL,1/25/2024 9:18,0.5,200,LIFR
ATL,1/25/2024 9:52,0.75,400,LIFR
ATL,1/25/2024 10:52,0.75,300,LIFR
ATL,1/25/2024 11:52,0.75,400,LIFR
ATL,1/25/2024 12:52,1,400,IFR
ATL,1/25/2024 13:09,0.25,400,LIFR
ATL,1/25/2024 13:52,0.5,200,LIFR
ATL,1/25/2024 14:52,0.5,400,LIFR
ATL,1/25/2024 15:44,1,500,IFR
ATL,1/25/2024 15:52,1,500,IFR
ATL,1/25/2024 16:52,1,400,IFR
ATL,1/25/2024 17:52,1,600,IFR
ATL,1/25/2024 18:28,8,1100,MVFR
ATL,1/25/2024 18:52,10,1500,MVFR
ATL,1/25/2024 19:52,10,1700,MVFR
ATL,1/25/2024 20:47,10,2000,MVFR
ATL,1/25/2024 20:52,10,2800,MVFR
ATL,1/25/2024 21:52,10,2800,MVFR
ATL,1/25/2024 22:39,10,2500,MVFR
ATL,1/25/2024 22:52,9,2000,MVFR
ATL,1/25/2024 22:56,1.5,2000,MVFR
ATL,1/25/2024 23:03,4,2000,MVFR
ATL,1/25/2024 23:38,9,7000,VFR
ATL,1/25/2024 23:52,9,7000,VFR
ATL,1/26/2024 0:52,10,3000,MVFR
ATL,1/26/2024 1:52,10,12000,VFR
ATL,1/26/2024 2:17,10,900,MVFR
ATL,1/26/2024 2:52,10,600,MVFR
ATL,1/26/2024 3:52,9,700,MVFR
ATL,1/26/2024 4:07,10,700,MVFR
ATL,1/26/2024 4:52,10,700,MVFR
ATL,1/26/2024 5:52,10,15000,VFR
ATL,1/26/2024 6:52,10,1000,MVFR
ATL,1/26/2024 7:10,10,700,MVFR
ATL,1/26/2024 7:40,10,900,MVFR
ATL,1/26/2024 7:52,10,900,MVFR
ATL,1/26/2024 8:52,10,1400,MVFR
ATL,1/26/2024 9:50,10,1400,MVFR
ATL,1/26/2024 9:52,10,1400,MVFR
ATL,1/26/2024 10:03,9,300,IFR
ATL,1/26/2024 10:31,10,500,MVFR
ATL,1/26/2024 10:52,10,700,MVFR
ATL,1/26/2024 11:50,1.25,500,IFR
ATL,1/26/2024 11:52,1.25,500,IFR
ATL,1/26/2024 12:52,2,700,IFR
ATL,1/26/2024 13:52,2,600,IFR
ATL,1/26/2024 14:52,2,500,IFR
ATL,1/26/2024 15:27,8,700,MVFR
ATL,1/26/2024 15:52,10,800,MVFR
ATL,1/26/2024 16:40,10,1000,MVFR
ATL,1/26/2024 16:52,10,1000,MVFR
ATL,1/26/2024 17:52,10,1400,MVFR
ATL,1/26/2024 18:25,10,1600,MVFR
ATL,1/26/2024 18:52,10,1500,MVFR
ATL,1/26/2024 19:31,10,1600,MVFR
ATL,1/26/2024 19:52,10,1700,MVFR
ATL,1/26/2024 20:52,10,2100,MVFR
ATL,1/26/2024 21:52,10,2200,MVFR
ATL,1/26/2024 22:52,10,2000,MVFR
ATL,1/26/2024 23:52,10,4500,VFR
ATL,1/27/2024 0:52,10,3800,VFR
ATL,1/27/2024 1:52,10,2000,MVFR
ATL,1/27/2024 2:52,10,4000,VFR
ATL,1/27/2024 3:52,9,4500,VFR
ATL,1/27/2024 4:52,10,3300,VFR
ATL,1/27/2024 5:27,10,2500,MVFR
ATL,1/27/2024 5:52,10,2400,MVFR
ATL,1/27/2024 6:48,10,2500,MVFR
ATL,1/27/2024 6:52,10,2500,MVFR
ATL,1/27/2024 7:52,10,4200,VFR
ATL,1/27/2024 8:52,10,11000,VFR
ATL,1/27/2024 9:52,9,8500,VFR
ATL,1/27/2024 10:52,7,400,IFR
ATL,1/27/2024 11:52,6,400,IFR
ATL,1/27/2024 12:25,1.5,400,IFR
ATL,1/27/2024 12:35,1.5,300,IFR
ATL,1/27/2024 12:46,0.5,300,LIFR
ATL,1/27/2024 12:52,0.5,300,LIFR
ATL,1/27/2024 13:52,0.5,300,LIFR
ATL,1/27/2024 14:52,0.5,400,LIFR
ATL,1/27/2024 15:17,0.75,400,LIFR
ATL,1/27/2024 15:52,0.75,300,LIFR
ATL,1/27/2024 16:05,0.75,400,LIFR
ATL,1/27/2024 16:44,1.5,400,IFR
ATL,1/27/2024 16:52,1.5,500,IFR
ATL,1/27/2024 17:37,6,600,MVFR
ATL,1/27/2024 17:52,7,700,MVFR
ATL,1/27/2024 18:43,2,700,IFR
ATL,1/27/2024 18:52,3,700,VFR
ATL,1/27/2024 18:57,2.5,700,IFR
ATL,1/27/2024 19:11,3,600,VFR
ATL,1/27/2024 19:52,5,700,VFR
ATL,1/27/2024 20:25,3,800,VFR
ATL,1/27/2024 20:41,7,1100,MVFR
ATL,1/27/2024 20:52,7,1100,MVFR
ATL,1/27/2024 21:22,9,800,MVFR
ATL,1/27/2024 21:52,10,900,MVFR
ATL,1/27/2024 22:14,10,1000,MVFR
ATL,1/27/2024 22:38,10,1200,MVFR
ATL,1/27/2024 22:52,10,1200,MVFR
ATL,1/27/2024 23:52,10,1400,MVFR
ATL,1/28/2024 0:52,10,1000,MVFR
ATL,1/28/2024 1:52,10,800,MVFR
ATL,1/28/2024 2:38,10,1300,MVFR
ATL,1/28/2024 2:52,10,1800,MVFR
ATL,1/28/2024 3:52,10,1300,MVFR
ATL,1/28/2024 4:50,10,1500,MVFR
ATL,1/28/2024 4:52,10,1500,MVFR
ATL,1/28/2024 5:52,10,2400,MVFR
ATL,1/28/2024 6:27,10,2000,MVFR
ATL,1/28/2024 6:52,10,1900,MVFR
ATL,1/28/2024 7:52,10,1900,MVFR
ATL,1/28/2024 8:52,10,1900,MVFR
ATL,1/28/2024 9:52,10,2100,MVFR
ATL,1/28/2024 10:52,10,2300,MVFR
ATL,1/28/2024 11:52,10,2100,MVFR
ATL,1/28/2024 12:52,10,1900,MVFR
ATL,1/28/2024 13:52,10,1700,MVFR
ATL,1/28/2024 14:14,10,1600,MVFR
ATL,1/28/2024 14:24,10,1600,MVFR
ATL,1/28/2024 14:52,10,2000,MVFR
ATL,1/28/2024 15:52,10,2200,MVFR
ATL,1/28/2024 16:52,10,2400,MVFR
ATL,1/28/2024 17:52,10,2600,MVFR
ATL,1/28/2024 18:52,10,2700,MVFR
ATL,1/28/2024 19:52,10,2700,MVFR
ATL,1/28/2024 20:52,10,2800,MVFR
ATL,1/28/2024 21:52,10,2600,MVFR
ATL,1/28/2024 22:52,10,2200,MVFR
ATL,1/28/2024 23:52,10,1700,MVFR
ATL,1/29/2024 0:52,10,1700,MVFR
ATL,1/29/2024 1:52,10,2000,MVFR
ATL,1/29/2024 2:52,10,2000,MVFR
ATL,1/29/2024 3:52,10,1700,MVFR
ATL,1/29/2024 4:52,10,2000,MVFR
ATL,1/29/2024 5:52,10,1500,MVFR
ATL,1/29/2024 6:52,10,1500,MVFR
ATL,1/29/2024 7:52,10,1800,MVFR
ATL,1/29/2024 8:52,10,2100,MVFR
ATL,1/29/2024 9:52,10,2000,MVFR
ATL,1/29/2024 10:52,10,1700,MVFR
ATL,1/29/2024 11:34,10,1800,MVFR
ATL,1/29/2024 11:52,10,1800,MVFR
ATL,1/29/2024 12:46,10,1900,MVFR
ATL,1/29/2024 12:52,10,1900,MVFR
ATL,1/29/2024 13:41,10,1900,MVFR
ATL,1/29/2024 13:52,10,1900,MVFR
ATL,1/29/2024 14:52,10,2200,MVFR
ATL,1/29/2024 15:52,10,2800,MVFR
ATL,1/29/2024 16:52,10,3800,VFR
ATL,1/29/2024 17:52,10,20000,VFR
ATL,1/30/2024 12:52,10,11000,VFR
ATL,1/30/2024 13:52,10,20000,VFR
ATL,1/30/2024 14:52,10,20000,VFR
ATL,1/30/2024 15:52,10,20000,VFR
ATL,1/30/2024 16:52,10,12000,VFR
ATL,1/30/2024 17:52,10,20000,VFR
ATL,1/30/2024 18:52,10,25000,VFR
ATL,1/30/2024 19:52,10,25000,VFR
ATL,1/30/2024 20:52,10,25000,VFR
ATL,1/30/2024 21:52,10,12000,VFR
ATL,1/30/2024 22:52,10,10000,VFR
ATL,1/30/2024 23:52,10,9000,VFR
