Review,cleaned_review
"On 3/19/2024, I encountered an unexpected issue while attempting to check in for a Southwest flight at the airport. Despite having booked my flight a month in advance on 02/12/2024 for a family funeral trip scheduled from 03/19 to 3/25, I was informed by a Southwest agent that I needed a consent form from my sisters to travel with my minor niece and nephew. This requirement was unfamiliar to me, as I had previously traveled with the minors on Southwest Airlines without encountering this request.The interaction with the agent and their supervisor was disheartening, as they exhibited rudeness and disrespect towards me. Despite my explanations and requests, they did not show a willingness to review my travel history with the minors or consider the circumstances of my family's bereavement. Additionally, I was given conflicting information about the acceptance of a notarized letter from the minors' guardian, causing further confusion and inconvenience.I respectfully request a review of this incident, as it has caused distress during an already challenging time. I hope that this feedback can contribute to improvements in customer service and clarity of travel requirements for passengers, particularly in sensitive situations such as family emergencies.I had a difficult experience with Southwest Airlines, as I was unable to board the flight and encountered unhelpful customer service. Despite this, I received a refund. I then booked with American Airlines and had a positive experience. I will be choosing American Airlines for future travel.",encountered unexpected issue attempting check southwest flight airport despite booked flight month advance family funeral trip scheduled informed southwest agent needed consent form sisters travel minor niece nephew requirement unfamiliar previously traveled minors southwest airlines without encountering requestthe interaction agent supervisor disheartening exhibited rudeness disrespect towards despite explanations requests show willingness review travel history minors consider circumstances familys bereavement additionally given conflicting information acceptance notarized letter minors guardian causing confusion inconveniencei respectfully request review incident caused distress already challenging time hope feedback contribute improvements customer service clarity travel requirements passengers particularly sensitive situations family emergenciesi difficult experience southwest airlines unable board flight encountered unhelpful customer service despite received refund booked american airlines positive experience choosing american airlines future travel
"TSA randomly selects people for a secondary screening at the gate, which is out of all airlines control. However, with most airlines assigned seating, this only affects the flight you are selected for the screening for and doesn’t affect your boarding. With Southwest’s check in and reservation system, getting selected for secondary screening means you are in for major issues. Southwest’s well rehearsed response by phone support, check in personnel and gate agents, for the multiple impacts, is that it is not our fault’. That you were selected by the TSA, not Southwest, so you get nothing from Southwest to help rectify the situation of getting a late C group number when you went to all the trouble to check in and your spouse on the same reservation gets A group.It is true that it is TSA for being selected for the extra secondary security screening for the first flight. However, all the issues on subsequent connecting fights are caused by Southwest's reservation system and boarding process. There is no reason not to get assigned your legitimate place in line on the rest of your connecting flights as the TSA screening has nothing to do with them. Even worse then not being able to board with the rest of your party on the reservation on subsequent flights, is losing your TSA Pre Check from paying for Global Entry on the rest of your connecting flights. On international flights you usually need to go through security again after clearing customs. On my recent trip back from Mexico, the rest of my party with TSA Pre Check cleared security in 5 minutes and then waited another 50 minutes for me to finally show up. This is very much Southwest's issue. Other airlines with different reservation systems have none of these issues.There are things that Southwest could have and should have done on my connecting flight. I clearly should have had an A group number as all other folks on the reservation with me did. All the numbers are gone since the Southwest system would not assign my connecting flight boarding position since it wouldn’t assign the 1st flight. However, Southwest lets ""special circumstance"" folks board after the A group, before the B group. When I asked the gate agent in Miami, Monica V., if there was anything I could do to board at least close to the rest of my party, she parroted the party line that is was TSA’s fault and that there was nothing she could do. When I mentioned boarding after the A’s, she got that hostile look like I was just another low life trouble maker trying to cheat my way onto the plane before my turn. She stated that was ONLY for disabled passengers and my issue was not a Southwest problem.An even better solution is for Southwest to still issue you your boarding position number for your connecting flights and not remove TSA PRE from your connecting flight boarding pass",tsa randomly selects people secondary screening gate airlines control however airlines assigned seating affects flight selected screening doesnt affect boarding southwests check reservation system getting selected secondary screening means major issues southwests well rehearsed response phone support check personnel gate agents multiple impacts fault selected tsa southwest get nothing southwest help rectify situation getting late c group number went trouble check spouse reservation gets groupit true tsa selected extra secondary security screening first flight however issues subsequent connecting fights caused southwests reservation system boarding process reason get assigned legitimate place line rest connecting flights tsa screening nothing even worse able board rest party reservation subsequent flights losing tsa pre check paying global entry rest connecting flights international flights usually need go security clearing customs recent trip back mexico rest party tsa pre check cleared security minutes waited another minutes finally show much southwests issue airlines different reservation systems none issuesthere things southwest could done connecting flight clearly group number folks reservation numbers gone since southwest system would assign connecting flight boarding position since wouldnt assign st flight however southwest lets special circumstance folks board group b group asked gate agent miami monica v anything could board least close rest party parroted party line tsas fault nothing could mentioned boarding got hostile look like another low life trouble maker trying cheat way onto plane turn stated disabled passengers issue southwest probleman even better solution southwest still issue boarding position number connecting flights remove tsa pre connecting flight boarding pass
"We have used Southwest a number of times and we have been very pleased with the service. We just got back from Panama city Florida and the service at check in all the way to boarding was seamless. The Southwest flight attendants are great! Can't go wrong with 1st bag free also. Personally, we like the choose your own seating once on board verses the assigned seating on other airlines.",used southwest number times pleased service got back panama city florida service check way boarding seamless southwest flight attendants great cant go wrong st bag free also personally like choose seating board verses assigned seating airlines
I like this airline. I’ve flown with them multiple times last year. I mistakenly flew with United last week. Their app isn’t work and they don’t include carryon in the ticket price. United airlines is such a scam and I missed the service and ease of southwest. Just wanted to say I appreciate an easy and smooth experience.,like airline ive flown multiple times last year mistakenly flew united last week app isnt work dont include carryon ticket price united airlines scam missed service ease southwest wanted say appreciate easy smooth experience
"I need to cancel a flight due to Covid travel restrictions.  I was given a travel voucher but unable to re-book withing one year, again due to Covid travel restrictions.  Southwest refuses to honor my voucher.  They just took my money and will not work with me in way except to say sorry we are keeping your money.",need cancel flight due covid travel restrictions given travel voucher unable rebook withing one year due covid travel restrictions southwest refuses honor voucher took money work way except say sorry keeping money
"Onboard SOUTHWEST AIRLINES flight from Phoenix to Ft Lauderdale, just as the door closed to leave, I was assaulted by the Flight Attendant. As I was saying goodbye to my husband on my phone, a male flight attendant leaned past two passengers to jab his fingers into my shoulder. I was sitting in the window seat and suddenly felt pain in my shoulder from this male flight attendant's assault. I recently had rotator cuff surgery, and I was shocked that a man just poked me there. I am a 63 year old woman, and I pre-boarded due to disabilities. When I looked at him he said ""turn off your cell phone now"". The preparation announcements were just being made when this assault took place. As I said, I was telling my husband goodbye . With doors flying off, DEI hiring of pilots, and all the horrors of flying, I ALWAYS tell my husband I love him just before I take off. I did nothing wrong, and certainly, NO FLIGHT ATTENDANT HAS THE RIGHT TO JAB HIS HAND INTO ANYONE'S SHOULDER. Well, I contacted Southwest Airlines and they essentially called me a liar. (It took a month for a response from SWA) I provided them with full details and also a photograph of this flight attendant. Their delayed response was that the feedback of the crew member was that he did not recall. They quoted their policy: ""Once the entry doors are closed in preparation for pushback, cellular voice and data functions must be turned off"". So instead of being appalled and sorry for this assault, they implied somehow I did not know about turning off cell phones. EVERYONE KNOWS THAT, yet NO ONE SHOULD BE physically assaulted by a flight attendant. SWA doesn't have the right to lay hands on a passenger. My complaint was completely blown off, and swept under the rug by SWA. They ended the correspondence by ""We hope you  will fly Southwest Airlines again and that your support and confidence is very important to us"". ARE YOU KIDDING ME? Why would I fly them again after they physically assaulted me? So after they assaulted a 63 year old woman with disabilities they took no responsibility, They we're very clear that somehow it was my fault that I was assaulted. Well, I am done flying SWA. There are better airlines that value their passengers and treat their passengers with respect.",onboard southwest airlines flight phoenix ft lauderdale door closed leave assaulted flight attendant saying goodbye husband phone male flight attendant leaned past two passengers jab fingers shoulder sitting window seat suddenly felt pain shoulder male flight attendants assault recently rotator cuff surgery shocked man poked year old woman preboarded due disabilities looked said turn cell phone preparation announcements made assault took place said telling husband goodbye doors flying dei hiring pilots horrors flying always tell husband love take nothing wrong certainly flight attendant right jab hand anyones shoulder well contacted southwest airlines essentially called liar took month response swa provided full details also photograph flight attendant delayed response feedback crew member recall quoted policy entry doors closed preparation pushback cellular voice data functions must turned instead appalled sorry assault implied somehow know turning cell phones everyone knows yet one physically assaulted flight attendant swa doesnt right lay hands passenger complaint completely blown swept rug swa ended correspondence hope fly southwest airlines support confidence important us kidding would fly physically assaulted assaulted year old woman disabilities took responsibility clear somehow fault assaulted well done flying swa better airlines value passengers treat passengers respect
"The day before our scheduled flight I checked in through the app. I called my wife to ask if she had checked in, but she was having difficulty w/the app. I called customer service. Within a few minutes the customer service rep had fixed the problem & even had her booked in a better group. SWA customer service doesn't always get the credit & positive recognition they deserve.In addition, when we were checking in for our flight, there was a line for 75 plus people. The local SWA employee in St. Louis had a great attitude & was so positive in all her interactions with all those trying to check in. Again, I just want to give credit & recognition to the many who do a great job every day. Thank you.",day scheduled flight checked app called wife ask checked difficulty wthe app called customer service within minutes customer service rep fixed problem even booked better group swa customer service doesnt always get credit positive recognition deservein addition checking flight line plus people local swa employee st louis great attitude positive interactions trying check want give credit recognition many great job every day thank
"I think many people only leave a review when they have something negative to say. I've flown on Southwest Airlines for 30 years without issues. I think they lost my bag once, but that happens with every airliner. The Southwest staff is SO MUCH friendlier than other airlines. Southwest's prices are often cheaper than others, too. I've had a few unfortunate situations with Southwest, but out of all other airliners, I've had the LEAST amount of issues with Southwest. Even when I call their main customer support line, the agents are understanding, courteous, and helpful. It's a reality that problems will occur in any business. I appreciate Southwest's importance on customer service. Definitely my favorite airline!",think many people leave review something negative say ive flown southwest airlines years without issues think lost bag happens every airliner southwest staff much friendlier airlines southwests prices often cheaper others ive unfortunate situations southwest airliners ive least amount issues southwest even call main customer support line agents understanding courteous helpful reality problems occur business appreciate southwests importance customer service definitely favorite airline
"Our flight was canceled due to weather from Denver >Milwaukee. I made a mistake on how I booked our flight out. Which was over $740.00, but I was told to just call customer service & I’d get my money back. The next day when I called the I-FLY-SWA #  I told the representative the situation (3) timesShe replied all 3 times “we don’t refund for flights already taken” So thinking she was just having a rough day I hung up. I immediately called again and got a rep. 1. That listened to my situation, 2.put me on hold to ask what to do.  &  3. When she came back on, she said she understands the issue,& opened a claim report and SW would research the situation.YEAH, within 4 days I received a call that I would receive a full refund. And 2 weeks later I received all my money for the flight I booked unwittingly. KUDOS to Southwest for understanding and refunding my money. I know I didn’t follow prodigal but it is stressful when a flight is canceled, and I did what I thought was correct. but again SW thank youIt did cost me 1 nights stay in a hotel as Southwest does not pay for a room if weather related but that was minimal compared to the 747.00 flight.So despite the 1st.call, I STILL give SW a 5 STAR rating.! For knowing we are all human.",flight canceled due weather denver milwaukee made mistake booked flight told call customer service id get money back next day called iflyswa told representative situation timesshe replied times dont refund flights already taken thinking rough day hung immediately called got rep listened situation put hold ask came back said understands issue opened claim report sw would research situationyeah within days received call would receive full refund weeks later received money flight booked unwittingly kudos southwest understanding refunding money know didnt follow prodigal stressful flight canceled thought correct sw thank youit cost nights stay hotel southwest pay room weather related minimal compared flightso despite stcall still give sw star rating knowing human
I used to fly SW Airlines almost exclusively and continuously promoted it.  In the past year it has gone completely down the tubes.  I fly to ABQ from DEN at least once every 3 weeks on business.  Now I am on United first class.  I can afford it and it is well worth the not great fare difference.  SW has been over 1 hour late on the return flight over 4 times in a row.  The gate agents have now become terribly rude and inconsiderate.  I have 80k points on my SW Rapid Rewards account and I am just going to give them away rather than endure the torture and inconvenience.,used fly sw airlines almost exclusively continuously promoted past year gone completely tubes fly abq den least every weeks business united first class afford well worth great fare difference sw hour late return flight times row gate agents become terribly rude inconsiderate k points sw rapid rewards account going give away rather endure torture inconvenience
BUYER BEWARE! Early check in fees are non-refundable. I learned the hard way and thank goodness it was only $25. Everyone should know this before adding the early check-in. Very customer unfriendly!,buyer beware early check fees nonrefundable learned hard way thank goodness everyone know adding early checkin customer unfriendly
"Is there a way to give less than one star? I attempted to cancel my flight WITHIN 24 hours during massive storms, and I couldn’t cancel it on the app. So I thought ok, I’ll call. How hard could that be. I was on hold for hours. When I finally got someone, they told me it was just past 24 hours (which was their fault for the wait times and the fact their app was down) and to contact complaints. I tried complaints, who sent an email saying tough luck and gave no way to respond. I tried chatting in. Tried calling in again to talk to a supervisor. They said “we don’t have supervisors.” Abominable service, and the reason I had to change my flight was due to a family member who was extremely sick, as I told Southwest. Airline with a heart? Worst airline I’ve dealt with. Don’t expect help or humanity from them.",way give less one star attempted cancel flight within hours massive storms couldnt cancel app thought ok ill call hard could hold hours finally got someone told past hours fault wait times fact app contact complaints tried complaints sent email saying tough luck gave way respond tried chatting tried calling talk supervisor said dont supervisors abominable service reason change flight due family member extremely sick told southwest airline heart worst airline ive dealt dont expect help humanity
"We had a bit of a flight-booking panic in January 2024 as we were packing for our upcoming trip the next day. I remembered booking a flight for my partner; however, we could not find the reservation.I looked on my account and my partner’s, but the reservation was not listed. We were headed to work an event that we could not miss. So we had to purchase a last minute flight for $465 as missing work would have wasted three months of preparation.My partner received an email the next day stating that their reservation had been cancelled. This was for the flight that I had initially booked that didn’t appear on either of our accounts, and we could not find.I contacted Southwest by phone and was referred to their customer service email support system and they responded coldly nine days later by simply quoting their policy on FRIDAY afternoon! SWA/Donna, can you please NOT give devastating news on Friday?SWA Case#: 84809854Sad to say, but like most corporations today, once they’ve got your money, you are not important. I think I’m going to drive from now on.",bit flightbooking panic january packing upcoming trip next day remembered booking flight partner however could find reservationi looked account partners reservation listed headed work event could miss purchase last minute flight missing work would wasted three months preparationmy partner received email next day stating reservation cancelled flight initially booked didnt appear either accounts could findi contacted southwest phone referred customer service email support system responded coldly nine days later simply quoting policy friday afternoon swadonna please give devastating news fridayswa case sad say like corporations today theyve got money important think im going drive
Booked Roundtrip flights for September 2023. We had also purchased the early bird for both legs of the trip. When it came time 36hrs before flight to check in for seat assignments we received a notice that we could nt get seat assignments until 24 hrs and that Southwest would let us know are boarding numbers. Then we received and email that said they could upgrade us to A boarding if we paid another $50 a piece.... which added up to an additional $100 dollars each for both legs of flight. That was $200 extra for both of us.....on top of the $100 dollars we already paid for the earlier Early bird fee when we booked the flight. We booked our flights four months prior to departure. I tried to find out what was going on but no one would answer my questions. There were several passengers with the same issue. Southwest had decided to change the way they do the early bird and the increased fee without any prior notification. Tried to get answers to what was going on from boarding person but she told me to contact the airlines directly. had to email because no one answered the phones and I was told sorry but there was nothing they could do since the fee's had changed literally like a day or two before our flight. I tried to get them to refund the early bird fee's that we had already paid earlier since we did not get early bird seating after all and could not pay an additional $200 at that point. Basically I was told there was nothing they could do. I have flown Southwest for many years but this last experience was enough to make me look elsewhere. To ask us to pay an additional $200 each for the flight.... was totally unreasonable. And I could have booked thru another airline for less than they wanted me to pay for the Southwest airlines increase and would have gotten assigned and reserved seats in the process. Will definitely being flying with another airline in the future,booked roundtrip flights september also purchased early bird legs trip came time hrs flight check seat assignments received notice could nt get seat assignments hrs southwest would let us know boarding numbers received email said could upgrade us boarding paid another piece added additional dollars legs flight extra uson top dollars already paid earlier early bird fee booked flight booked flights four months prior departure tried find going one would answer questions several passengers issue southwest decided change way early bird increased fee without prior notification tried get answers going boarding person told contact airlines directly email one answered phones told sorry nothing could since fees changed literally like day two flight tried get refund early bird fees already paid earlier since get early bird seating could pay additional point basically told nothing could flown southwest many years last experience enough make look elsewhere ask us pay additional flight totally unreasonable could booked thru another airline less wanted pay southwest airlines increase would gotten assigned reserved seats process definitely flying another airline future
"We were involuntarily bumped from our flight. Come to find out that Early Bird Checkin isn't really a checkin, it holds your boarding position, but doesn't count as a checkin, so we were last in the checkin list since we printed our boarding passes when we got to the airport. This meant we were the last to checkin and the first to get bumped for an oversold flight. The advertise and push early bird, but don't tell you this key information. Rather deceptive marketing to make a quick buck.Meanwhile, our luggage took off without us, leaving us stranded in Denver, with sub freezing temperatures and no winter jacket because we put those in our checked luggage since overhead and carryon space is always a problem. They stole our luggage and stranded us without proper clothing in a harsh climate.They gave us a check for the inconvenience and rebooked us for the next day, but doesn't help when we don't have jackets and have to expose ourselves to the cold to get to the shuttle and find a hotel.Our rebooked flight was cancelled and rebooked, but if I wasn't checking my email, I would not have known and been able to properly checkin again.The gate people did not provide us with a printed document explaining our rights as they should in accordance with DOT requirements, let alone could not tell us the base price of our leg for that flight in the refund they issued.They don't care about customers, just about filling their planes to make a buck.",involuntarily bumped flight come find early bird checkin isnt really checkin holds boarding position doesnt count checkin last checkin list since printed boarding passes got airport meant last checkin first get bumped oversold flight advertise push early bird dont tell key information rather deceptive marketing make quick buckmeanwhile luggage took without us leaving us stranded denver sub freezing temperatures winter jacket put checked luggage since overhead carryon space always problem stole luggage stranded us without proper clothing harsh climatethey gave us check inconvenience rebooked us next day doesnt help dont jackets expose cold get shuttle find hotelour rebooked flight cancelled rebooked wasnt checking email would known able properly checkin againthe gate people provide us printed document explaining rights accordance dot requirements let alone could tell us base price leg flight refund issuedthey dont care customers filling planes make buck
Always fly Southwest whenever possible.So flexible it takes the stress out of travel.Great customer service.,always fly southwest whenever possibleso flexible takes stress travelgreat customer service
Flight from Washington DC to Atlanta.  LATE 30 MINUTES.No reasons given!Service has really gone downhill in the last 3 to 4 years.,flight washington dc atlanta late minutesno reasons givenservice really gone downhill last years
"This company went downhill.  First of all, the ticket counter made us get rid of stuff to board the plane.  We left our personal things at the ticket counter worth over an estimated $400 dollars because we were a few pounds over company policy.  After fumbling around the ticket counter for an hour, we almost miss our flight.  My family (wife, infant, toddler) had to run to the departure booth.  The manager at Myrtle Beach airport for southwest was extremely rude and mean.  She deserves to be be fired!  We were about to board the plane and she made us take things out of our bags (again!) and move things around saying we had too much stuff.  We had just been hassled at the ticket booth and dropped our stuff on the curb.  The manager and her ticket collector tried to charge us for the baby carrier. The manager and her staff at Myrtle Beach international airport were burned out, disrespectful and  mean.  We finally get on the flight and the male flight attendant gave me a sarcastic remark ""you know, we allow free checked bags right?""  Talking to me as if I did not know and I'd rather carry all my family stuff on carry on.  “We are moving, and not on a vacation and had maxed out on checked bags,” I said. I should not have to defend my self to smart remarks on the plane.  Of course no flight attendants helped with our luggage while I had a baby and and infant. One of my bags was ripped when I received the bag in New York.  I then had to buy a $65 dollar bag to cover the ripped bag on my connection.   Of course the new bag also ripped receiving on the next airport. Absolute horrible flying experience.",company went downhill first ticket counter made us get rid stuff board plane left personal things ticket counter worth estimated dollars pounds company policy fumbling around ticket counter hour almost miss flight family wife infant toddler run departure booth manager myrtle beach airport southwest extremely rude mean deserves fired board plane made us take things bags move things around saying much stuff hassled ticket booth dropped stuff curb manager ticket collector tried charge us baby carrier manager staff myrtle beach international airport burned disrespectful mean finally get flight male flight attendant gave sarcastic remark know allow free checked bags right talking know id rather carry family stuff carry moving vacation maxed checked bags said defend self smart remarks plane course flight attendants helped luggage baby infant one bags ripped received bag new york buy dollar bag cover ripped bag connection course new bag also ripped receiving next airport absolute horrible flying experience
Southwest flight was delayed on leg one; I had paid early bird fee and had an A Grp boarding pass.SW rebooked for free but went from A to C on that first leg and A to B on the second leg - which was the same flight from the original itinerary.Of course they kept my money.Lesson here - don’t drink the SW Kool Aide. Don’t buy upgrades - good chance it’ll just be a looser.Happy Trails,southwest flight delayed leg one paid early bird fee grp boarding passsw rebooked free went c first leg b second leg flight original itineraryof course kept moneylesson dont drink sw kool aide dont buy upgrades good chance itll looserhappy trails
fat people get extra seats with no extra fees and are kicking out passengers of the airplane because of this. this is not okay!!!,fat people get extra seats extra fees kicking passengers airplane okay
"My daughter got up at 3 am to catch an early flight to Portland.  She had her carry on, and little dog in her carrier, her cell phone, passport, jacket etc., She met her ride, and turned over her dog to him, and put her carry on in his car.  Then went back to pick up her luggage.  Hearing her name paged to go to security, they had found her purse!  It was left behind on the seat.  It had some ID and all of her cash.  Everything was still in it.  She tried to tip the security but he refused.  Great customer service.  Thank you so much.  Would definitely fly Southwest with employees like this kind person.",daughter got catch early flight portland carry little dog carrier cell phone passport jacket etc met ride turned dog put carry car went back pick luggage hearing name paged go security found purse left behind seat id cash everything still tried tip security refused great customer service thank much would definitely fly southwest employees like kind person
WORST AIRLINE! How can an obece fattass take 3 seats from a mother and her 11 year old child!,worst airline obece fattass take seats mother year old child
"I was at the airline where I saw you boot out a mother and two children for one fatty to have 3 seats. 3 literal seats. How can someone even take up that much s[ace? You [your so sad that you cant have cussing or take criticism can you?] literally stranded a mother and two children because of one obese woman? You all suck, your policy is crap. Your glorifying obesity and you are all a pile of horse sh-",airline saw boot mother two children one fatty seats literal seats someone even take much sace sad cant cussing take criticism literally stranded mother two children one obese woman suck policy crap glorifying obesity pile horse sh
"I flew Southwest airlines To go to Disney world from Saint Louis Missouri. I am in a wheelchair. Everyone in southwest airlines was accommodating, kind and courteous. They went out of the way to make sure I was comfortable on the way to Orlando and back home.",flew southwest airlines go disney world saint louis missouri wheelchair everyone southwest airlines accommodating kind courteous went way make sure comfortable way orlando back home
Horrible. They will kick you out of the flight and leave you stranded because a fat person asked for an extra seat. This is their actual policy.,horrible kick flight leave stranded fat person asked extra seat actual policy
"Southwest Airlines - poorly trained reservation personnel, no communication when they created an issue, no customer service to resolve a problem they created.We are sitting in the airport in San Jose, Costa Rica.  Had booked our roundtrip flights in November.  Art booked by calling Southwest directly as we were returning to the U.S. with our cat as carryon.  I had checked the Southwest website, and Art told the agent when he was making the reservations that our cat was coming back with us.  She charged an extra fee for the cat and said that the cat replaces one of our carryons.Art called Southwest and confirmed our reservations , including the cat as we did not receive our expected email for priority check in, which had been paid for.  Reservations confirmed.We checked the Southwest app this morning, and our first leg, San Jose to Houston had disappeared.  We called Southwest at 3am, and took awhile but Southwest person on the phone located our reservation, and had it fixed.  She confirmed that the cat was on our reservation.We get to the airport, and our first leg, Costa Rica to Houston had disappeared again.  After checking, and bringing over a supervisor, they found out reservation - but told us that the cat was not allowed on an International flight.  We were told we could fly, but not the cat.  Despite   first being booked directly on the phone with Southwest, and having two other phone conversations, including the cat flying with us - we were left standing at the San Jose, CR airport unable to board our flight.Despite our asking, Southwest personnel would make no attempt to get us aboard a different airline to rectify this situation.Terrible personnel training, no communication, and very poor customer service with a situation they created.Luckily, we were able to get a flight out later today with JetBlue.  Now will be up for 24 hours with the new flight.  Poor Bramble will be in his carrier for almost as long ....",southwest airlines poorly trained reservation personnel communication created issue customer service resolve problem createdwe sitting airport san jose costa rica booked roundtrip flights november art booked calling southwest directly returning us cat carryon checked southwest website art told agent making reservations cat coming back us charged extra fee cat said cat replaces one carryonsart called southwest confirmed reservations including cat receive expected email priority check paid reservations confirmedwe checked southwest app morning first leg san jose houston disappeared called southwest took awhile southwest person phone located reservation fixed confirmed cat reservationwe get airport first leg costa rica houston disappeared checking bringing supervisor found reservation told us cat allowed international flight told could fly cat despite first booked directly phone southwest two phone conversations including cat flying us left standing san jose cr airport unable board flightdespite asking southwest personnel would make attempt get us aboard different airline rectify situationterrible personnel training communication poor customer service situation createdluckily able get flight later today jetblue hours new flight poor bramble carrier almost long
"Sitting and reading the new celebration about giving fat people more seats and refuse ordinary families boarding, because a fat person had to get their seats.Not gonna happen and hope Southwest Airline will be sued out of business for this disgusting policy!",sitting reading new celebration giving fat people seats refuse ordinary families boarding fat person get seatsnot gonna happen hope southwest airline sued business disgusting policy
"This is the sh*tbox airline. Crappy old Planes, horrible flight attendants who hate their work & a scammer no assigned seat policy where if I buy business class on ALASKA I know I am getting seat 1A regardless of the cripples,old people & ret&rds. But no. These degenerates & their 20 cohorts first so by the time I Board Im in row 7 seat ?  What the eff! Never again. This p*ss poor excuse for an airline needs to be shut down or just cater to the hoi poloi!",shtbox airline crappy old planes horrible flight attendants hate work scammer assigned seat policy buy business class alaska know getting seat regardless cripplesold people retrds degenerates cohorts first time board im row seat eff never pss poor excuse airline needs shut cater hoi poloi
Every flight I'm on is always delayed. If you fly this POS AIRLINE YOU KNOW.,every flight im always delayed fly pos airline know
"Southwest needs an overhaul! I will never fly this airline again out of Charlotte! No kiosk for checkin. You have to stand in line for minimum, sn hour. If you pay extra for early boarding, you'll find a**holes that boarded and are saving seats for people that didn't pay. This SHOULDN'T be allowed. I hate this airline now and will never fly with them again.",southwest needs overhaul never fly airline charlotte kiosk checkin stand line minimum sn hour pay extra early boarding youll find aholes boarded saving seats people didnt pay shouldnt allowed hate airline never fly
"Southwest is my airline of choice, and I fly around 30 times a year. Free checked luggage, friendly people, easy to change flights, and that amazing companion pass are the reasons I continue to fly Southwest. I build up points faster here than with any other airline. Love it!",southwest airline choice fly around times year free checked luggage friendly people easy change flights amazing companion pass reasons continue fly southwest build points faster airline love
"I flew to Chicago, worked in a non cell working area. Worked time went over with no access to call southwest and change flight. They took it as a no show and said nothing they could do. So no access to call them was a good reason. No sympathy for the customer situation. On the flight here my bags where over weight by one pound and they demanded $100 surcharge. I had to sit there and adjust my bags to clear the one pound. Then at boarding I get hit again about my bags overweight issue of one pound. That almost made me mis my flight. The plane was half empty from Texas to Chicago. So I stripped Southwest as a vendor in my company. By being treated this way they do not realize what this cost them in additional revenue. They will not get it from me.",flew chicago worked non cell working area worked time went access call southwest change flight took show said nothing could access call good reason sympathy customer situation flight bags weight one pound demanded surcharge sit adjust bags clear one pound boarding get hit bags overweight issue one pound almost made mis flight plane half empty texas chicago stripped southwest vendor company treated way realize cost additional revenue get
"Prices are good but they allow people with three or four bags to board which impacts the comfort of everyone on the plane. The seat cushioning is almost criminal so beware if you have a long flight. On the plus side, I can always find a flight time that agrees with my schedule.",prices good allow people three four bags board impacts comfort everyone plane seat cushioning almost criminal beware long flight plus side always find flight time agrees schedule
"POOPED ON!!!! Literally! SOUTHWEST Flight number #3332 from Las Vegas to Maui on August 31, 2023.  By a fellow passenger and Southwest refuses to pay for our damaged personal items.  I am reaching out through social media and the Internet to let people know about the situation. After many phone calls to Southwest corporate offices, they are still refusing to pay for the items that we’ve had to throw away. It all started when at the very beginning of our flight, we noticed a very bad smell coming from the woman in front of us. We thought that she was just having bad gas, but it smelled so bad the entire flight! When it was time to start getting ready to land, I reached under to get my belongings under her seat, and when I pulled them out and onto my lap, noticed that there was poop all over my things which by then had also got onto my arms and legs! I immediately got up and went to the front of the plane to speak with a steward and stewardess. They were shocked at what had happened and were so nice. In fact, the steward got into his own personal duffel bag, and gave me clothes to change into. I had to change in the front of the plane behind the steward, stewardess and my husband. Then quickly sit back down in another seat before we landed. After landing, we had to wait around for a very long time. We had to stand around the gate to talk to airport police and EMT. After a very long time EMT took her off the plane. She was completely soiled in her own feces, it was very sad. She had obviously just been released from the hospital because she had some kind of port in her hand and    bandages. She had not gotten up once the entire flight, and had continued to soil her self through the whole flight, and we had to sit behind and smell it the whole flight, and then deal with it getting on myself and our things. We were told by a SOUTHWEST employee that they had to unbolt and throw away the seats in that row she was sitting in! I have reached out many times to Southwest trying to get them to replace the items that I had to throw away. However, over and over they refused to be responsible for my damaged items. I tried to reason that since they threw their seats away and replaced them, then they should do the same for my things, but they refused. We have also had to get hepatitis testing due to the fact that her feces got onto my skin and I would like them to pay for that testing as well. Southwest says that they are not responsible for our damaged items. However, they are responsible for the actions of their passengers! Since Southwest will not contact me further regarding the situation, I feel the only thing left to do is to reach out to the Internet and social media, and let everyone know of this terrible situation. Thank you for taking the time to read this post.",pooped literally southwest flight number las vegas maui august fellow passenger southwest refuses pay damaged personal items reaching social media internet let people know situation many phone calls southwest corporate offices still refusing pay items weve throw away started beginning flight noticed bad smell coming woman front us thought bad gas smelled bad entire flight time start getting ready land reached get belongings seat pulled onto lap noticed poop things also got onto arms legs immediately got went front plane speak steward stewardess shocked happened nice fact steward got personal duffel bag gave clothes change change front plane behind steward stewardess husband quickly sit back another seat landed landing wait around long time stand around gate talk airport police emt long time emt took plane completely soiled feces sad obviously released hospital kind port hand bandages gotten entire flight continued soil self whole flight sit behind smell whole flight deal getting things told southwest employee unbolt throw away seats row sitting reached many times southwest trying get replace items throw away however refused responsible damaged items tried reason since threw seats away replaced things refused also get hepatitis testing due fact feces got onto skin would like pay testing well southwest says responsible damaged items however responsible actions passengers since southwest contact regarding situation feel thing left reach internet social media let everyone know terrible situation thank taking time read post
"Flew from Baltimore to Pittsburgh 10/31/23 on flight 1211 at 11:10 am. What a wonderful, kind crew. Excellent flight and the attendants were much fun and a delight to fly with. The Captain actually pushed me in my wheelchair to the door of the plane.  What a great guy! Always liked southwest and they way they go above and beyond. Keep up the excellent service",flew baltimore pittsburgh flight wonderful kind crew excellent flight attendants much fun delight fly captain actually pushed wheelchair door plane great guy always liked southwest way go beyond keep excellent service
